Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
Name devices that use IRDA to emit infrared radiation that is focused by a plastic lens in a narrow beam.,0,0,1,0,0,0
Did the French take Quebec back?,1,0,0,0,0,0
Why does the United Nations question the Human rights status of Cyprus?,0,0,0,1,0,0
Does this tax exempt status apply to other taxes?,1,0,0,0,0,0
Can new methods determine a total number of bacteria species?,0,1,0,0,0,0
Why does Sowell believe that there is a lot of incentive for the preferred minority groups to perform at their best?,0,0,0,1,0,0
Are there any purebreed lines for poultry today?,1,0,0,0,0,0
What does AAAD stand for?,0,1,0,0,0,0
Why is it said that the Italian style can hold their own session?,0,1,0,0,0,0
Why might Sony have reduced the number of ports on the PlayStation 3 after production?,0,0,0,1,0,0
Why did the Chinese PLA Navy need 4-5 years for Liaoning to reach full capacity?,0,0,0,1,0,0
Does the Government of Ireland use the British Isle term?,1,0,0,0,0,0
When was Ezra Stiles vice president of Yale?,0,1,0,0,0,0
Why are the Jehovah's Witnesses reluctant to alert authorities to abuse?,0,0,0,1,0,0
Does the United Grand Lodge of England recognize Prince Hall Lodges?,1,0,0,0,0,0
Did all Arians believe the same things?,0,0,0,0,0,1
What was Namibia's Press Freedom Index position in 2008?,0,1,0,0,0,0
Is the non-current frequency higher or lower at high speed?,1,0,0,0,0,0
Name another example of a heavy transitope.,0,0,1,0,0,0
Are knots generally lighter or darker than the surrounding wood?,1,0,0,0,0,0
Why did the committee consider a 8 bit code?,0,0,0,1,0,0
Why did Dyke only want the larger clubs featured on national television?,0,0,0,1,0,0
Drill bits must remain dull why?,0,0,0,1,0,0
Has there recently been an increase or decrease in the number of foreign students studying in Melbourne?,0,0,0,0,0,1
Why did the iron copper and silver mines thrive?,0,0,0,1,0,0
Was analog or digital formatting more popular with enthusiasts?,0,0,0,1,0,0
Why did Cannon believe that physiological responses weren't insufficient cause for emotions?,0,0,0,1,0,0
Why did some accuse Ibn Sina of burning down the royal library?,0,0,0,1,0,0
What's the approximate relative dielectric constant of most materials in circuit boards?,0,1,0,0,0,0
Is adolescence a period of transition or multiple transitions?,1,0,0,0,0,0
What European country is a leader in providing VRS services to its citizens?,0,1,0,0,0,0
New Haven contains one of the largest religious service organization in the world what's its name?,0,1,0,0,0,0
Is textual criticism immune to bias on the part of the critic?,1,0,0,0,0,0
Is Afrikaans more or less complex compared to Dutch?,0,1,0,0,0,0
Who was Saint George according to Catholic tradition?,0,1,0,0,0,0
Why are collaborative agreements important?,0,0,0,1,0,0
Why does long term exposure to stress have less impact?,0,0,0,1,0,0
What would be the long-term impact on politics if social media platforms were suddenly abolished?,0,0,0,0,1,0
Is Southwest Ledge Light still active today?,1,0,0,0,0,0
Why is stare decisis a limited form of lawmaking?,0,0,0,1,0,0
Are antibiotics used in cases of diarrhea?,1,0,0,0,0,0
Do apex predators generally have a large or small population?,0,1,0,0,0,0
Did von Neumann regulate the theories of hidden variables?,1,0,0,0,0,0
Do streets' names change from West to East or North to South?,0,1,0,0,0,0
Does the amount of grey matter in the brain increase linearly or follow an inverted-U pattern over the course of adolescence?,0,0,0,0,0,1
Is there anything that trumps state law?,1,0,0,0,0,0
Yale also has a theater managed by its' own student then name?,0,0,0,0,0,1
Did number of cat of arms in the late middle ages fall?,1,0,0,0,0,0
Why is New Mexico always an after thought in American -Spanish speaking society?,0,0,0,1,0,0
Has the FBI increased electronic surveillance?,1,0,0,0,0,0
Are there few or many children who also work in prostitution?,0,0,0,0,0,1
Can the membrane of bacteria create a lipid structure?,1,0,0,0,0,0
Did French in Puerto Rico succeed?,1,0,0,0,0,0
Bath school of pharmacy founded in ,0,0,0,0,0,1
Is there an incentive for the public to report violations of the Species at Risk Act?,1,0,0,0,0,0
IBM has worked with architects and designers such as Ludwig Mies van der Rohe I.M. Pei and Van der Rohe name one more.,0,1,0,0,0,0
What was unique about the dignities?,0,1,0,0,0,0
Was the competition suspended as a result of the First World War?,1,0,0,0,0,0
Why might Neptune have more varied weather than Uranus?,0,0,0,1,0,0
Why was this drug put on shelves?,0,0,0,1,0,0
Why did mathematical relations become necessary?,0,0,0,1,0,0
Why would more fermentable sugars be added to be beer during the brewing process?,0,1,0,0,0,0
Why did the foundation make the switch?,0,0,0,1,0,0
Why did the total investment in renewable energy go up in 2012?,0,0,0,1,0,0
Could a Spanish ruler follow the same action of events as King Baudouin did in Belgium?,0,0,0,0,1,0
Does Buddhism encourage or discourage doctrinal studies?,0,0,0,1,0,0
Why did they decide against shifting code?,0,0,0,1,0,0
Did the visit to the United States lead to the release of political prisoners in Burma?,1,0,0,0,0,0
Has Melbourne's air quality improved or declined since the 1980s?,0,1,0,0,0,0
Where did the Stonewall riots happen?,0,1,0,0,0,0
Why were stepper motors abandoned in computer drive designs?,0,0,0,1,0,0
d,0,0,0,0,0,1
Is TB common or uncommon in the United States?,1,0,0,0,0,0
What is the name of the first commercial hotel built in Atlantic City?,0,1,0,0,0,0
Why were bacteria and archaea dominant forms of life?,0,0,0,1,0,0
What two forms of law make up the laws of the United States?,0,1,0,0,0,0
How big is each of the 5 zones that make up the Reserve Naturelle?,0,1,0,0,0,0
Which named country tests positive for TB in about 80% of its population?,0,1,0,0,0,0
"In terms of news and sport, does New Haven receive television programs from other cities?",0,0,0,0,0,1
in wat year did  ireland join with great britian offically?,0,1,0,0,0,0
Why is zinc oxide used in nuclear reactors?,0,0,0,1,0,0
Did many new teams in the Premier League have any difficulties in their initial season?,1,0,0,0,0,0
What dynasty ruled Germany starting in 1024?,0,1,0,0,0,0
Does everyone agree with the content of the letter?,1,0,0,0,0,0
Does a wireless mesh open standard make installation harder?,1,0,0,0,0,0
Why did propsals about making the European sovereign debt assets more like the US Treasury?,0,0,0,1,0,0
What was Gorbachev trying to separate?,0,1,0,0,0,0
Name a few historic private houses in the county,0,0,1,0,0,0
Have the people of Turkey held any feeling towards the cloth symbol of the Greeks?,0,0,0,1,0,0
Gautama didn't like the religious teaching he initially found because of why?,0,0,0,1,0,0
Aside from planning and design what other types of aspects does architecture never involve?,0,1,0,0,0,0
What are the General Categories of Unicode?,0,1,0,0,0,0
If a tree starts forming heartwood right away will its sapwood layer be thin or thick?,0,1,0,0,0,0
Why was Albert the heir presumptive to the throne?,0,0,0,1,0,0
Was California a bilingual state?,1,0,0,0,0,0
What is found at Room 128a of the Victoria & Albert Museum?,0,1,0,0,0,0
Why did the USAF plan to take a reduction-in-force?,0,0,0,1,0,0
Can the name of a certain form of bulb vary?,1,0,0,0,0,0
Who is praised for providing a clear definition of materialism?,0,1,0,0,0,0
Has the demand for horse hair bracelets increased or decreased?,1,0,0,0,0,0
Why were there armor changes in the 1500s?,0,0,0,1,0,0
Name an actor Madonna inspired?,0,0,1,0,0,0
Why did Ali meet with little resistance?,0,0,0,1,0,0
Pollen transferred in the reproduction of plants is called?,0,1,0,0,0,0
Whad did Nasser's enemies call him?,0,1,0,0,0,0
At at time was radio gaining popularity?,0,1,0,0,0,0
Does the government allow residents access to the media they want?,1,0,0,0,0,0
Are integrated AC-3 demodulators common in LaserDisc drives or a rare find?,0,0,0,0,0,1
"If the prey is not killed, the predator-prey interaction is called?",0,0,0,0,0,1
One of the advantages the CBC has over competitors is the ability to broadcast in this British Columbia city?,0,1,0,0,0,0
During transmission does the electric field wave move closer to the antenna?,1,0,0,0,0,0
What term can be used to refer to the usable spectrum of an antennas frequency?,0,1,0,0,0,0
Who is a modern example of an exoheretic?,0,1,0,0,0,0
Is adolescence a period of one transition or multiple transitions?,1,0,0,0,0,0
Do adolescents or children understand puns proverbs metaphors and analogies most effectively?,0,0,0,0,0,1
Why was John motivated?,0,0,0,1,0,0
In which season did Tottenham finish third?,0,1,0,0,0,0
Why did Callaghan trade with the larger parties?,0,0,0,1,0,0
Why is it held at Webly Stadium?,0,0,0,1,0,0
Name two of the metropolitan areas that are enjoyed most frequently by tourist in Myanmar?,0,0,1,0,0,0
Why aren't homestead and subdivision areas more popular?,0,0,0,1,0,0
Is the structure of hardwood or softwood species more uniform?,1,0,0,0,0,0
What type of degree was given out at the University of Bolonga?,0,1,0,0,0,0
Why did many Armenians leave Armenia?,0,0,0,1,0,0
Have reviews praised the PS2's hardware or software more frequently?,0,0,0,0,0,1
In the last decade has the amount of time adolescents spend on the computer increased or decreased?,0,1,0,0,0,0
Did the Roman world consider an ethnocentric lineage to be a major concern?,1,0,0,0,0,0
Has the number of entrants stayed the same?,1,0,0,0,0,0
Why does materialism agree with phenomenalism? ,0,0,0,1,0,0
Why were sports important in these schools?,0,0,0,1,0,0
Identifying a Prussian Major Loss for Russians,0,0,1,0,0,0
Why did farmers build a bridge over the Harlem River?,0,0,0,1,0,0
"How did Pierre-Auguste Renoir's childhood and upbringing influence his artistic style and subject matter, and what was his impact on the Impressionist movement?",0,0,0,0,0,1
Where is MGM located?,0,1,0,0,0,0
Why did the Germans distrust the soviet agenda?,0,0,0,1,0,0
In what century did White Americans start living in Santa Monica?,0,1,0,0,0,0
Why are there multiple variations of texts before the advent of the printing press?,0,0,0,1,0,0
Are minority leaders usually experienced?,1,0,0,0,0,0
Why was zinc outlawed in the 1930's?,0,0,0,1,0,0
Why did Russia move towards the warmer ports of the Black Sea?,0,0,0,1,0,0
Why did General MacArthur suggest an amphibious landing at Inchon?,0,0,0,1,0,0
Why did the people of the Netherlands rise up against Philip II?,0,0,0,1,0,0
What sort of response doesn't the stimulus cause?,0,1,0,0,0,0
Did von Neumann rule hidden variable theories?,1,0,0,0,0,0
Why was secondary school introduced in the U.S?,0,0,0,1,0,0
Do chicken raised in the intensive broiler method suffer from health condions?,0,0,0,1,0,0
Is Canada bilingual?,1,0,0,0,0,0
Is the live segment of the third rail a threat to pedestrians if they are discovered?,1,0,0,0,0,0
Can shape of bacteria be beneficial to their survival?,0,1,0,0,0,0
Why are there so few surviving mosaics from the Komnenian period?,0,0,0,1,0,0
Why did The Durable Orbital Station-2 not reach orbit?,0,0,0,1,0,0
Did the query starter believe that the festival for Mary's conception had authorization to be held?,0,0,0,1,0,0
What lacking resource does Estonia depend on other countries for?,0,1,0,0,0,0
Why are different branches of Christianity spread evenly over Europe?,0,0,0,1,0,0
Why is transnational policing so accountable?,0,0,0,1,0,0
What does an optoisolator don't do?,0,1,0,0,0,0
Why is cloud formation so common?,0,0,0,1,0,0
Why were the elite clubs praised?,0,0,0,1,0,0
Did Hampshire Constabulary record fewer or more crime incidents in 2009/10 than the year before?,0,1,0,0,0,0
Is it true that the first Cubist picture is The Demoiselles? ,1,0,0,0,0,0
Why are the ropes covered in powder?,0,0,0,1,0,0
Why is being a charity beneficial to Eton?,0,0,0,1,0,0
Why didn't the Soviet government fear the governments of France and Britain?,0,0,0,1,0,0
Did 9/11 lead to more FBI oversight?,1,0,0,0,0,0
Did Arians have a set of beliefs?,1,0,0,0,0,0
Since when has Petrarch been used in poetry and literature?,0,1,0,0,0,0
Are there structural damage associated with oral feeding?,1,0,0,0,0,0
Is Photo Gallery automatically or separately installed?,1,0,0,0,0,0
Who was the last Catholic executed?,0,1,0,0,0,0
Did Swansea qualify for the Europa League in 2012-13?,1,0,0,0,0,0
When did James come up with 'radical empiricism'?,0,1,0,0,0,0
Why do critics prefer minority of witnesses?,0,0,0,1,0,0
Why did Popper support organized religion?,0,0,0,1,0,0
Does Florida have a high Hispanic population?,1,0,0,0,0,0
Did the Liverpool Club place in the Champions League in 2005?,1,0,0,0,0,0
Was the sound quality of the disc to the disc and between the players consistent or varied?,0,0,0,0,0,1
Why is attachment to things futile?,0,0,0,1,0,0
Why are Mizrahim sometimes termed Sephardi in historical usage?,0,0,0,1,0,0
Why did the tribes encourage marriage between Indigenous Americans and whites?,0,0,0,1,0,0
Are hemimetabolic insects changing quickly or gradually?,1,0,0,0,0,0
Do you have to go to kindergarten?,1,0,0,0,0,0
Why did the first elected head of government of Mexico City resign?,0,0,0,1,0,0
Do young girls with early or late maturity have more unwanted pregnancies?,1,0,0,0,0,0
